t,a
29.56,-0.01305
29.58,-0.0034
29.6,-0.00644
29.62,-0.01926
29.64,-0.02834
29.66,-0.02628
29.68,-0.02447
29.7,-0.00942
29.72,-0.00499
29.74,-0.01524
29.76,-0.00232
29.78,0.01457
29.8,0.0104
29.82,0.01513
29.84,0.01942
29.86,0.01172
29.88,0.01678
29.9,0.01325
29.92,0.00762
29.94,-0.01135
29.96,-0.00371
29.98,0.00712
30,0.00069
30.02,-0.01607
30.04,-0.02762
30.06,-0.03142
30.08,-0.04792
30.1,-0.05779
30.12,-0.03467
30.14,-0.03208
30.16,-0.05181
30.18,-0.07119
30.2,-0.10043
30.22,-0.12346
30.24,-0.11622
30.26,-0.08853
30.28,-0.07677
30.3,-0.08073
30.32,-0.10559
30.34,-0.10706
30.36,-0.10745
30.38,-0.10705
30.4,-0.09753
30.42,-0.08913
30.44,-0.09711
30.46,-0.11787
30.48,-0.10571
30.5,-0.09355
30.52,-0.08324
30.54,-0.05881
30.56,-0.02868
30.58,-0.00249
30.6,0.00063
30.62,0.00395
30.64,0.0028
30.66,0.01717
30.68,0.04605
30.7,0.02846
30.72,0.01264
30.74,0.03537
30.76,0.06249
30.78,0.05675
30.8,0.04998
30.82,0.05748
30.84,0.0361
30.86,0.02988
30.88,0.04169
30.9,0.05673
30.92,0.06545
30.94,0.07748
30.96,0.08443
30.98,0.07322
31,0.04602
31.02,0.02556
31.04,0.02184
31.06,0.01961
31.08,0.0142
31.1,0.02406
31.12,0.03947
31.14,0.02893
31.16,0.03259
31.18,0.03959
31.2,0.03289
31.22,0.03296
31.24,0.02675
31.26,0.03306
31.28,0.06307
31.3,0.06071
31.32,0.05959
31.34,0.07061
31.36,0.07014
31.38,0.05292
31.4,0.04064
31.42,0.00774
31.44,0.00215
31.46,0.01806
31.48,0.00906
31.5,0.0136
31.52,0.03145
31.54,0.04399
31.56,0.02641
31.58,0.02056
31.6,0.02387
31.62,0.02873
31.64,0.02022
31.66,0.00586
31.68,0.01271
31.7,0.02594
31.72,0.02647
31.74,0.01487
31.76,0.00804
31.78,-0.01067
31.8,-0.03169
31.82,-0.03283
31.84,-0.02082
31.86,0.00107
31.88,0.02028
31.9,0.01837
31.92,0.02111
31.94,0.00566
31.96,-0.02135
31.98,-0.04161
32,-0.04775
32.02,-0.03914
32.04,-0.03245
32.06,-0.02964
32.08,-0.02127
32.1,-0.01866
32.12,-0.01223
32.14,-0.01179
32.16,-0.03008
32.18,-0.01812
32.2,-0.00404
32.22,0.00538
32.24,0.00762
32.26,0.0044
32.28,0.0109
32.3,0.01457
32.32,0.01874
32.34,0.03279
32.36,0.03279
32.38,0.02621
32.4,0.01416
32.42,0.00619
32.44,-0.00932
32.46,-0.03156
32.48,-0.02389
32.5,-0.02024
32.52,-0.02923
32.54,-0.01168
32.56,-0.0038
32.58,-0.01892
32.6,-0.02213
32.62,-0.03581
32.64,-0.03391
32.66,-0.01322
32.68,-0.01131
32.7,-0.02987
32.72,-0.04793
32.74,-0.03947
32.76,-0.02386
32.78,-0.01352
32.8,-0.01461
32.82,-0.02258
32.84,-0.02251
32.86,-0.02997
32.88,-0.03196
32.9,-0.02801
32.92,-0.00888
32.94,0.00244
32.96,-0.005
32.98,-0.00544
33,-0.01645
33.02,-0.02512
33.04,-0.01824
33.06,-0.02196
33.08,-0.02334
33.1,-0.01861
33.12,-0.0197
33.14,-0.00834
33.16,-0.03296
33.18,-0.03801
33.2,-0.02869
33.22,-0.00818
33.24,0.00404
33.26,-0.00257
33.28,-0.01299
33.3,-0.01088
33.32,0.00036
33.34,0.0041
33.36,0.0111
33.38,0.01773
33.4,0.02355
33.42,0.01618
33.44,0.0148
33.46,0.03539
33.48,0.0524
33.5,0.06789
33.52,0.07753
33.54,0.06843
33.56,0.05734
33.58,0.04303
33.6,0.04859
33.62,0.04156
33.64,0.05074
33.66,0.05726
33.68,0.06253
33.7,0.06345
33.72,0.06949
33.74,0.0591
33.76,0.04608
33.78,0.02952
33.8,0.03398
33.82,0.03997
33.84,0.05284
33.86,0.05435
33.88,0.04908
33.9,0.04775
33.92,0.02253
33.94,0.02015
33.96,0.00682
33.98,0.00092
34,-0.01584
34.02,-0.02092
34.04,-0.02636
34.06,-0.03031
34.08,-0.0157
34.1,-0.0068
34.12,0.00109
34.14,-0.01932
34.16,-0.02801
34.18,-0.05034
34.2,-0.04618
34.22,-0.04404
34.24,-0.05241
34.26,-0.04307
34.28,-0.05004
34.3,-0.04035
34.32,-0.05118
34.34,-0.04907
34.36,-0.05144
34.38,-0.03618
34.4,-0.01446
34.42,-0.01187
34.44,-0.00666
34.46,-0.00101
34.48,0.0042
34.5,-0.00038
34.52,0.02607
34.54,0.03304
34.56,0.03222
34.58,0.01734
34.6,0.02283
34.62,0.02543
34.64,0.00938
34.66,0.00952
34.68,0.00077
34.7,0.00352
34.72,0.00065
34.74,0.01422
34.76,-0.00098
34.78,-0.01696
34.8,-0.02693
34.82,-0.02889
34.84,-0.00269
34.86,-0.01106
34.88,-0.03509
34.9,-0.04296
34.92,-0.05271
34.94,-0.06311
34.96,-0.0567
34.98,-0.05295
35,-0.0561
35.02,-0.05195
35.04,-0.04781
35.06,-0.05826
35.08,-0.06396
35.1,-0.0656
35.12,-0.06158
35.14,-0.04124
35.16,-0.0352
35.18,-0.04134
35.2,-0.04264
35.22,-0.04761
35.24,-0.03068
35.26,-0.01834
35.28,-0.01821
35.3,-0.01194
35.32,-0.00606
35.34,0.00487
35.36,0.01252
35.38,0.01161
35.4,0.00675
35.42,0.01807
35.44,0.02055
35.46,0.02875
35.48,0.04554
35.5,0.03815
35.52,0.02842
35.54,0.0325
35.56,0.03622
35.58,0.03131
35.6,0.03364
35.62,0.04673
35.64,0.03991
35.66,0.02854
35.68,0.03087
35.7,0.03002
35.72,0.03998
35.74,0.04397
35.76,0.04226
35.78,0.03907
35.8,0.04391
35.82,0.05491
35.84,0.05645
35.86,0.0386
35.88,0.0247
35.9,0.02666
35.92,0.00462
35.94,0.01248
35.96,0.0106
35.98,-0.00303
36,-0.01122
36.02,-0.02448
36.04,-0.02915
36.06,-0.02981
36.08,-0.01985
36.1,-0.00595
36.12,-0.00401
36.14,-0.00518
36.16,-0.00238
36.18,-0.00286
36.2,-0.00117
36.22,-0.00312
36.24,-0.01134
36.26,-0.01361
36.28,0.00768
36.3,0.01673
36.32,0.01575
36.34,0.01631
36.36,0.01879
36.38,0.02855
36.4,0.03886
36.42,0.04525
36.44,0.05025
36.46,0.03953
36.48,0.04245
36.5,0.03996
36.52,0.04048
36.54,0.03548
36.56,0.04102
36.58,0.05397
36.6,0.05622
36.62,0.06973
36.64,0.05628
36.66,0.05357
36.68,0.05286
36.7,0.05787
36.72,0.06163
36.74,0.05039
36.76,0.04905
36.78,0.03887
36.8,0.04706
36.82,0.04381
36.84,0.04705
36.86,0.06477
36.88,0.05854
36.9,0.04177
36.92,0.03444
36.94,0.03023
36.96,0.02577
36.98,0.02339
37,0.01065
37.02,0.01373
37.04,0.01357
37.06,0.00928
37.08,0.01847
37.1,0.01458
37.12,0.0128
37.14,0.00832
37.16,-0.00664
37.18,-0.01964
37.2,-0.02019
37.22,-0.02429
37.24,-0.02727
37.26,-0.04483
37.28,-0.0516
37.3,-0.06116
37.32,-0.07295
37.34,-0.08018
37.36,-0.10512
37.38,-0.10342
37.4,-0.11726
37.42,-0.11893
37.44,-0.10663
37.46,-0.10808
37.48,-0.11377
37.5,-0.10583
37.52,-0.11228
37.54,-0.10955
37.56,-0.09407
37.58,-0.0922
37.6,-0.08667
37.62,-0.09083
37.64,-0.0938
37.66,-0.08214
37.68,-0.06824
37.7,-0.06468
37.72,-0.04608
37.74,-0.04173
37.76,-0.03603
37.78,-0.03508
37.8,-0.02335
37.82,-0.02537
37.84,-0.0125
37.86,0.01007
37.88,0.00547
37.9,-0.00001
37.92,-0.01368
37.94,-0.01288
37.96,-0.01837
37.98,-0.01253
38,-0.01622
38.02,-0.01391
38.04,-0.00812
38.06,-0.00709
38.08,-0.00493
38.1,0.00141
38.12,0.02058
38.14,0.02524
38.16,0.03601
38.18,0.02226
38.2,0.02922
38.22,0.03201
38.24,0.02543
38.26,0.03166
38.28,0.03478
38.3,0.04619
38.32,0.04704
38.34,0.04234
38.36,0.04067
38.38,0.04029
38.4,0.04348
38.42,0.03145
38.44,0.0221
38.46,0.03227
38.48,0.03278
38.5,0.03154
38.52,0.02566
38.54,0.02929
38.56,0.02749
38.58,0.02615
38.6,0.00711
38.62,-0.00212
38.64,0.0022
38.66,0.00658
38.68,0.0056
38.7,0.00319
38.72,0.00268
38.74,-0.00044
38.76,-0.00504
38.78,-0.02334
38.8,-0.02615
38.82,-0.02801
38.84,-0.02437
38.86,-0.02196
38.88,-0.02543
38.9,-0.0329
38.92,-0.04571
38.94,-0.0376
38.96,-0.03003
38.98,-0.02625
39,-0.04007
39.02,-0.0475
39.04,-0.04917
39.06,-0.05228
39.08,-0.04909
39.1,-0.05212
39.12,-0.05507
39.14,-0.05426
39.16,-0.06234
39.18,-0.07202
39.2,-0.05142
39.22,-0.03478
39.24,-0.00825
39.26,-0.01312
39.28,-0.01174
39.3,-0.00428
39.32,-0.01377
39.34,-0.01372
39.36,-0.01276
39.38,-0.00265
39.4,0.00431
39.42,0.005
39.44,0.01473
39.46,0.02791
39.48,0.03215
39.5,0.03843
39.52,0.0465
39.54,0.0616
39.56,0.07089
39.58,0.071
39.6,0.06288
39.62,0.06219
39.64,0.06521
39.66,0.07869
39.68,0.07672
39.7,0.08135
39.72,0.08395
39.74,0.07912
39.76,0.07103
39.78,0.06154
39.8,0.0622
39.82,0.06542
39.84,0.06306
39.86,0.05796
39.88,0.05819
39.9,0.05533
39.92,0.05632
39.94,0.05137
39.96,0.06044
39.98,0.05646
40,0.04304
40.02,0.03889
40.04,0.04284
40.06,0.04144
40.08,0.04745
40.1,0.04043
40.12,0.03879
40.14,0.02915
40.16,0.01289
40.18,0.00879
40.2,0.00758
40.22,0.00761
40.24,0.00235
40.26,-0.00629
40.28,-0.01508
40.3,0.00193
40.32,0.01087
40.34,0.01261
40.36,0.01192
40.38,0.00167
40.4,0.00387
40.42,0.00638
40.44,0.01119
40.46,0.00704
40.48,0.00788
40.5,0.00004
40.52,-0.01424
40.54,-0.02152
40.56,-0.02315
40.58,-0.02207
40.6,-0.01926
40.62,-0.01656
40.64,-0.01762
40.66,-0.02324
40.68,-0.031
40.7,-0.02878
40.72,-0.03576
40.74,-0.03921
40.76,-0.04351
40.78,-0.03178
40.8,-0.02627
40.82,-0.03018
40.84,-0.0257
40.86,-0.01445
40.88,-0.01
40.9,-0.00457
40.92,-0.0001
40.94,0.00525
40.96,0.00945
40.98,0.012
41,0.01526
41.02,0.00584
41.04,0.00686
41.06,0.0157
41.08,0.0253
41.1,0.02375
41.12,0.01449
41.14,0.0173
41.16,0.01298
41.18,0.01219
41.2,0.00613
41.22,0.00014
41.24,0.002
41.26,0.00105
41.28,0.01278
41.3,0.00572
41.32,-0.00565
41.34,-0.00678
41.36,0.00564
41.38,0.0092
41.4,0.00188
41.42,-0.00299
41.44,-0.01847
41.46,-0.01287
41.48,-0.01075
41.5,-0.01352
41.52,-0.01322
41.54,-0.00998
41.56,-0.02125
41.58,-0.02939
41.6,-0.03304
41.62,-0.02649
41.64,-0.01995
41.66,-0.01757
41.68,-0.01717
41.7,-0.0231
41.72,-0.03553
41.74,-0.03924
41.76,-0.02338
41.78,-0.02536
41.8,-0.02532
41.82,-0.03382
41.84,-0.04063
41.86,-0.0485
41.88,-0.05724
41.9,-0.06428
41.92,-0.06433
41.94,-0.05403
41.96,-0.05561
41.98,-0.04838
42,-0.05029
42.02,-0.05835
42.04,-0.06249
42.06,-0.06395
42.08,-0.0706
42.1,-0.06929
42.12,-0.06901
42.14,-0.06027
42.16,-0.05924
42.18,-0.06529
42.2,-0.04926
42.22,-0.04884
42.24,-0.05159
42.26,-0.05216
42.28,-0.05019
42.3,-0.06957
42.32,-0.06853
42.34,-0.04841
42.36,-0.03789
42.38,-0.03903
42.4,-0.03127
42.42,-0.02447
42.44,-0.01568
42.46,-0.00685
42.48,-0.00325
42.5,-0.00416
42.52,-0.00174
42.54,-0.00146
42.56,0.00559
42.58,0.02077
42.6,0.02072
42.62,0.03126
42.64,0.03904
42.66,0.03672
42.68,0.0353
42.7,0.0554
42.72,0.05357
42.74,0.05949
42.76,0.07063
42.78,0.06372
42.8,0.06885
42.82,0.07036
42.84,0.06438
42.86,0.07122
42.88,0.07624
42.9,0.06561
42.92,0.06615
42.94,0.07433
42.96,0.08245
42.98,0.078
43,0.07729
43.02,0.06452
43.04,0.06567
43.06,0.07207
43.08,0.05851
43.1,0.05557
43.12,0.05607
43.14,0.05002
43.16,0.04145
43.18,0.03505
43.2,0.02509
43.22,0.02094
43.24,0.01461
43.26,0.00622
43.28,0.00275
43.3,0.00369
43.32,0.00058
43.34,0.00604
43.36,0.00239
43.38,-0.00788
43.4,0.00064
43.42,0.00255
43.44,0.00245
43.46,0.00842
43.48,0.00569
43.5,-0.01337
43.52,-0.01866
43.54,-0.02242
43.56,-0.02611
43.58,-0.0246
43.6,-0.02724
43.62,-0.02576
43.64,-0.02615
43.66,-0.01156
43.68,-0.00018
43.7,-0.01439
43.72,-0.0257
43.74,-0.02448
43.76,-0.02135
43.78,-0.01641
43.8,-0.01648
43.82,-0.01267
43.84,-0.01242
43.86,-0.0197
43.88,-0.0117
43.9,-0.00249
43.92,0.00302
43.94,0.0025
43.96,0.00095
43.98,0.00699
44,0.00707
44.02,0.01349
44.04,0.01095
44.06,0.01252
44.08,0.0083
44.1,0.00604
44.12,0.0095
44.14,0.01452
44.16,0.02265
44.18,0.01754
44.2,0.02746
44.22,0.02386
44.24,0.02779
44.26,0.02637
44.28,0.02528
44.3,0.01543
44.32,0.01286
44.34,0.01394
44.36,0.01377
44.38,0.00993
44.4,0.00468
44.42,0.00945
44.44,-0.00053
44.46,0.00278
44.48,-0.0023
44.5,0.01054
44.52,0.00314
44.54,-0.00664
44.56,-0.00722
44.58,-0.0169
44.6,-0.0098
44.62,-0.00802
44.64,-0.00656
44.66,-0.00089
44.68,0.01117
44.7,0.01207
44.72,0.0007
44.74,0.00036
44.76,-0.00407
44.78,-0.00292
44.8,0.00317
44.82,0.00948
44.84,0.01503
44.86,0.02252
44.88,0.01679
44.9,0.00906
44.92,0.00845
44.94,0.00873
44.96,0.01052
44.98,0.0063
45,-0.00793
45.02,-0.01361
45.04,-0.01877
45.06,-0.02897
45.08,-0.02375
45.1,-0.03252
45.12,-0.03821
45.14,-0.04264
45.16,-0.05139
45.18,-0.05492
45.2,-0.05309
45.22,-0.05839
45.24,-0.05345
45.26,-0.06157
45.28,-0.06
45.3,-0.05478
45.32,-0.06034
45.34,-0.05597
45.36,-0.04701
45.38,-0.03413
45.4,-0.03057
45.42,-0.03226
45.44,-0.03419
45.46,-0.03519
45.48,-0.03045
45.5,-0.01825
45.52,-0.01079
45.54,-0.01439
45.56,-0.01355
45.58,-0.00243
45.6,-0.00168
45.62,0.00522
45.64,0.00745
45.66,0.01593
45.68,0.02281
45.7,0.0335
45.72,0.04394
45.74,0.04557
45.76,0.04373
45.78,0.04876
45.8,0.04311
45.82,0.0412
45.84,0.04146
45.86,0.04557
45.88,0.06174
45.9,0.05192
45.92,0.04771
45.94,0.04466
45.96,0.04358
45.98,0.0382
46,0.03673
46.02,0.0421
46.04,0.04104
46.06,0.05083
46.08,0.0479
46.1,0.04236
46.12,0.04416
46.14,0.04699
46.16,0.03653
46.18,0.02698
46.2,0.01981
46.22,0.01015
46.24,-0.00068
46.26,0.00371
46.28,0.01311
46.3,0.00668
46.32,-0.00572
46.34,-0.01817
46.36,-0.00589
46.38,-0.00258
46.4,-0.01338
46.42,-0.01129
46.44,-0.01709
46.46,-0.01421
46.48,-0.00904
46.5,-0.01194
46.52,-0.01575
46.54,-0.01456
46.56,-0.01026
46.58,-0.01622
46.6,-0.0194
46.62,-0.01454
46.64,-0.01802
46.66,-0.01791
46.68,-0.02025
46.7,-0.02102
46.72,-0.02656
46.74,-0.03018
46.76,-0.02143
46.78,-0.02172
46.8,-0.0104
46.82,-0.01255
46.84,-0.01272
46.86,-0.02408
46.88,-0.01643
46.9,-0.01782
46.92,-0.0346
46.94,-0.03644
46.96,-0.04423
46.98,-0.04256
47,-0.04364
47.02,-0.03873
47.04,-0.04002
47.06,-0.02768
47.08,-0.01868
47.1,-0.03683
47.12,-0.04493
47.14,-0.04035
47.16,-0.04484
47.18,-0.03111
47.2,-0.02067
47.22,-0.0195
47.24,-0.01972
47.26,-0.03072
47.28,-0.02367
47.3,-0.01706
47.32,-0.01377
47.34,-0.01547
47.36,-0.01978
47.38,-0.01494
47.4,-0.00863
47.42,0.00173
47.44,-0.00103
47.46,-0.01049
47.48,-0.01357
47.5,-0.01537
47.52,-0.01498
47.54,-0.00725
47.56,0.00462
47.58,0.00534
47.6,0.0009
47.62,-0.00439
47.64,-0.01182
47.66,-0.01574
47.68,-0.0217
47.7,-0.02586
47.72,-0.01727
47.74,-0.01336
47.76,-0.01388
47.78,-0.00396
47.8,-0.00828
47.82,-0.00291
47.84,-0.00347
47.86,-0.01128
47.88,0.00481
47.9,0.0087
47.92,0.0129
47.94,0.01874
47.96,0.02493
47.98,0.02667
48,0.03987
48.02,0.04441
48.04,0.04549
48.06,0.05275
48.08,0.0585
48.1,0.05648
48.12,0.05191
48.14,0.06269
48.16,0.06193
48.18,0.06218
48.2,0.06613
48.22,0.06375
48.24,0.04606
48.26,0.045
48.28,0.05679
48.3,0.05146
48.32,0.05948
48.34,0.05706
48.36,0.06489
48.38,0.06591
48.4,0.06383
48.42,0.05463
48.44,0.04357
48.46,0.04202
48.48,0.04301
48.5,0.04308
48.52,0.02711
48.54,0.02574
48.56,0.01745
48.58,0.01317
48.6,0.01212
48.62,0.0143
48.64,-0.00466
48.66,-0.00592
48.68,0.00508
48.7,0.00334
48.72,-0.00205
48.74,-0.00663
48.76,-0.01001
48.78,-0.00502
48.8,-0.01066
48.82,-0.01791
48.84,-0.0161
48.86,-0.01124
48.88,-0.0133
48.9,-0.01505
48.92,-0.01809
48.94,-0.02316
48.96,-0.02464
48.98,-0.01769
49,-0.01254
49.02,-0.00989
49.04,-0.00615
49.06,-0.01468
49.08,-0.0107
49.1,-0.00596
49.12,-0.0078
49.14,-0.00832
49.16,-0.00936
49.18,-0.01643
49.2,-0.00598
49.22,-0.01107
49.24,-0.00649
49.26,-0.00804
49.28,-0.00883
49.3,-0.01243
49.32,-0.01243
49.34,-0.01288
49.36,-0.00614
49.38,0.00047
49.4,-0.01339
49.42,-0.01246
49.44,-0.01828
49.46,-0.01739
49.48,-0.02028
49.5,-0.01845
49.52,-0.01865
49.54,-0.01822
49.56,-0.01255
49.58,-0.02288
49.6,-0.02812
49.62,-0.02225
49.64,-0.03389
49.66,-0.02542
49.68,-0.02626
49.7,-0.03058
49.72,-0.03518
49.74,-0.03994
49.76,-0.04326
49.78,-0.04501
49.8,-0.04373
49.82,-0.04508
49.84,-0.04397
49.86,-0.04151
49.88,-0.04361
49.9,-0.04505
49.92,-0.05623
49.94,-0.05322
49.96,-0.04473
49.98,-0.04594
50,-0.03783
50.02,-0.04847
50.04,-0.04272
50.06,-0.05089
50.08,-0.05244
50.1,-0.05072
50.12,-0.05202
50.14,-0.0413
50.16,-0.04745
50.18,-0.03682
50.2,-0.03005
50.22,-0.02744
50.24,-0.02426
50.26,-0.02291
50.28,-0.01666
50.3,-0.0166
50.32,-0.02525
50.34,-0.02229
50.36,-0.01333
50.38,-0.0179
50.4,-0.00993
50.42,-0.00288
50.44,0.01382
50.46,0.01762
50.48,0.01409
50.5,0.02305
50.52,0.03737
50.54,0.04219
50.56,0.05223
50.58,0.048
50.6,0.04909
50.62,0.06646
50.64,0.0648
50.66,0.07036
50.68,0.05889
50.7,0.06266
50.72,0.06177
50.74,0.07692
50.76,0.07896
50.78,0.07218
50.8,0.07448
50.82,0.06596
50.84,0.05168
50.86,0.04206
50.88,0.05778
50.9,0.06149
50.92,0.05875
50.94,0.06021
50.96,0.05498
50.98,0.04413
51,0.04167
51.02,0.03875
51.04,0.04521
51.06,0.03172
51.08,0.02526
51.1,0.02604
51.12,0.02398
51.14,0.01375
51.16,0.01767
51.18,0.02217
51.2,0.00793
51.22,0.00777
51.24,0.00848
51.26,0.00667
51.28,0.0086
51.3,0.01714
51.32,0.01664
51.34,0.00609
51.36,0.00975
51.38,0.00907
51.4,0.00639
51.42,0.00411
51.44,0.00149
51.46,0.00872
51.48,0.00356
51.5,0.00807
51.52,0.00176
51.54,-0.00093
51.56,-0.01106
51.58,-0.01717
51.6,-0.00948
51.62,-0.01561
51.64,-0.01853
51.66,-0.0164
51.68,-0.01754
51.7,-0.02295
51.72,-0.02418
51.74,-0.02432
51.76,-0.0321
51.78,-0.02275
51.8,-0.02142
51.82,-0.02472
51.84,-0.02804
51.86,-0.02337
51.88,-0.01802
51.9,-0.01475
51.92,-0.01699
51.94,-0.02279
51.96,-0.01743
51.98,-0.0159
52,-0.0082
52.02,-0.01913
52.04,-0.00828
52.06,-0.00151
52.08,-0.01035
52.1,-0.01185
52.12,-0.00534
52.14,0.01333
52.16,0.00657
52.18,-0.00893
52.2,-0.00638
52.22,0.00541
52.24,0.00443
52.26,0.002
52.28,0.00411
52.3,-0.00503
52.32,0.00461
52.34,0.00541
52.36,0.00833
52.38,0.0119
52.4,0.00324
52.42,0.00073
52.44,0.00056
52.46,-0.00583
52.48,-0.01778
52.5,-0.01833
52.52,-0.02238
52.54,-0.00897
52.56,-0.01327
52.58,-0.02816
52.6,-0.02746
52.62,-0.02741
52.64,-0.02249
52.66,-0.03596
52.68,-0.02826
52.7,-0.02192
52.72,-0.02434
52.74,-0.02267
52.76,-0.01745
52.78,-0.00655
52.8,-0.01001
52.82,-0.02172
52.84,-0.02457
52.86,-0.02304
52.88,-0.02224
52.9,-0.01642
52.92,-0.02545
52.94,-0.02137
52.96,-0.01856
52.98,-0.0149
53,-0.01772
53.02,-0.02293
53.04,-0.02336
53.06,-0.02241
53.08,-0.01529
53.1,-0.0185
53.12,-0.01448
53.14,-0.01278
53.16,-0.0083
53.18,-0.01361
53.2,-0.00694
53.22,-0.01678
53.24,-0.00757
53.26,-0.00276
53.28,-0.0114
53.3,0.00374
53.32,-0.00373
53.34,-0.00489
53.36,-0.00362
53.38,0.00192
53.4,0.0018
53.42,0.01126
53.44,0.001
53.46,-0.00061
53.48,0.00084
53.5,0.00885
53.52,0.02196
53.54,0.01794
53.56,0.01628
53.58,0.01582
53.6,0.01778
53.62,0.00563
53.64,0.01197
53.66,0.01998
53.68,0.02508
53.7,0.03263
53.72,0.01837
53.74,0.01779
53.76,0.02237
53.78,0.0235
53.8,0.03239
53.82,0.03493
53.84,0.0339
53.86,0.03521
53.88,0.04667
53.9,0.04151
53.92,0.02878
53.94,0.02515
53.96,0.03038
53.98,0.03162
54,0.02782
54.02,0.03544
54.04,0.04224
54.06,0.04154
54.08,0.03264
54.1,0.0327
54.12,0.01994
54.14,0.02257
54.16,0.03215
54.18,0.02299
54.2,0.02477
54.22,0.01984
54.24,0.01801
54.26,0.01814
54.28,0.01277
54.3,0.01608
54.32,0.02194
54.34,0.02113
54.36,0.02374
54.38,0.01711
54.4,0.01021
54.42,0.00951
54.44,0.00638
54.46,0.00183
54.48,0.01137
54.5,0.00617
54.52,0.00084
54.54,0.00398
54.56,0.00273
54.58,0.0008
54.6,-0.00578
54.62,-0.00375
54.64,-0.00395
54.66,-0.00827
54.68,-0.01662
54.7,-0.00814
54.72,-0.01542
54.74,-0.0093
54.76,-0.01471
54.78,-0.0186
54.8,-0.02106
54.82,-0.0339
54.84,-0.02563
54.86,-0.02517
54.88,-0.01909
54.9,-0.02167
54.92,-0.01894
54.94,-0.02111
54.96,-0.02956
54.98,-0.02349
55,-0.03044
55.02,-0.03217
55.04,-0.02398
55.06,-0.01862
55.08,-0.01777
55.1,-0.02269
55.12,-0.01237
55.14,-0.00987
55.16,-0.01204
55.18,-0.00759
55.2,-0.00522
55.22,-0.00838
55.24,0.00302
55.26,0.00321
55.28,0.00166
55.3,0.00216
55.32,0.00415
55.34,0.0113
55.36,0.00572
55.38,0.00619
55.4,0.00039
55.42,-0.00219
55.44,0.01084
55.46,0.01565
55.48,0.02188
55.5,0.02246
55.52,0.02965
55.54,0.02951
55.56,0.02665
55.58,0.01175
55.6,0.01295
55.62,0.01129
55.64,0.00693
55.66,0.01102
55.68,-0.00116
55.7,0.01061
55.72,0.00151
55.74,-0.00345
55.76,-0.0044
55.78,-0.00977
55.8,-0.00902
55.82,-0.01323
55.84,-0.00612
55.86,0.00343
55.88,-0.01169
55.9,-0.02136
55.92,-0.01851
55.94,-0.02382
55.96,-0.03935
55.98,-0.02701
56,-0.02053
56.02,-0.03453
56.04,-0.01873
56.06,-0.0357
56.08,-0.02886
56.1,-0.02447
56.12,-0.02653
56.14,-0.00978
56.16,-0.01468
56.18,-0.01914
56.2,-0.02124
56.22,-0.02181
56.24,-0.02555
56.26,-0.02234
56.28,-0.02574
56.3,-0.01274
56.32,-0.01678
56.34,-0.01933
56.36,-0.02463
56.38,-0.01277
56.4,-0.01339
56.42,-0.02094
56.44,-0.01921
56.46,-0.01688
56.48,-0.00445
56.5,-0.00516
56.52,0.00336
56.54,-0.00248
56.56,0.00187
56.58,-0.00072
56.6,-0.00235
56.62,-0.00742
56.64,-0.00787
56.66,-0.00193
56.68,0.00439
56.7,0.00023
56.72,0.00409
56.74,0.01078
56.76,0.0178
56.78,0.0142
56.8,0.00571
56.82,0.00504
56.84,0.00872
56.86,0.01775
56.88,0.00376
56.9,0.01956
56.92,0.0127
56.94,0.00553
56.96,0.00243
56.98,0.00207
57,0.00814
57.02,0.00328
57.04,0.01972
57.06,0.01666
57.08,0.01073
57.1,0.0115
57.12,0.01696
57.14,0.02674
57.16,0.02182
57.18,0.02513
57.2,0.01795
57.22,0.0178
57.24,0.005
57.26,0.0027
57.28,0.0147
57.3,0.01866
57.32,0.01419
57.34,0.02129
57.36,0.01709
57.38,-0.00142
57.4,0.00317
57.42,-0.00601
57.44,0.00327
57.46,-0.00151
57.48,-0.00389
57.5,-0.00009
57.52,-0.00665
57.54,-0.00134
57.56,-0.00551
57.58,-0.01363
57.6,-0.00197
57.62,-0.00748
57.64,-0.0045
57.66,-0.00746
57.68,-0.02095
57.7,-0.01794
57.72,-0.02159
57.74,-0.01497
57.76,-0.01353
57.78,-0.00478
57.8,-0.01594
57.82,-0.02393
57.84,-0.02219
57.86,-0.01191
57.88,-0.01414
57.9,-0.01664
57.92,-0.00951
57.94,-0.00176
57.96,-0.00014
57.98,-0.01626
58,-0.01712
58.02,-0.01811
58.04,-0.00316
58.06,-0.0126
58.08,-0.00932
58.1,-0.01077
58.12,-0.00976
58.14,-0.00376
58.16,-0.00696
58.18,-0.00134
58.2,-0.01198
58.22,-0.01638
58.24,-0.01385
58.26,-0.01259
58.28,-0.01024
58.3,-0.00862
58.32,-0.0137
58.34,-0.00869
58.36,-0.00551
58.38,-0.00403
58.4,-0.00431
58.42,-0.00705
58.44,-0.01388
58.46,-0.01623
58.48,-0.00282
58.5,-0.00109
58.52,-0.00196
58.54,0.00472
58.56,0.00829
58.58,0.00744
58.6,0.01551
58.62,0.01608
58.64,0.02407
58.66,0.01979
58.68,0.01453
58.7,0.00592
58.72,-0.00167
58.74,0.00458
58.76,-0.00208
58.78,0.00469
58.8,-0.00241
58.82,0.00039
58.84,0.00238
58.86,-0.00346
58.88,0.00186
58.9,-0.00604
58.92,0.00137
58.94,-0.00113
58.96,0.00228
58.98,-0.00104
59,-0.00389
59.02,0.01059
59.04,0.01205
59.06,0.01352
59.08,0.01503
